category,clean_text
2,per model code conduct expenditure incurred the movie should included the limit modis permissible expenses
2,donâ€™ need anything from you thatâ€™ why are choosing modi 
2,corruption modi govt canard because has legalised corruption 
2,you dont believe democracy hello sometime back dad was doing meow meow democracy under threat under modi rule yound blood need given the opportunity show democracy your party
2,from the swearing till kanhaiyaâ€™ release from prison opposition was paralyzed ignited the flame revolt against dictatorial regime democracy india calling sane voice like kanhaiya parliament united opposition candidate varanasi 
"2,this india
this how modis dogs treat muslims shame you "
2,market went from sep 2013 when modi was annouced candidatecount that too
2,why congresses are sine when modi claiming indias growth his achievement
2,modi not just option opportunity for the nation
2,ideawise spiritwise opposition united against modi veerappa moily via 
2,why sardesai desparate promote this anti national kanhaiya sardesai gives space everyone who opposes modi whats his vested interest you people think all the indians who believe modi are fools only people like you saving constitution 
2,may allah almighty protect those muslims from modis butchers ameen
2,2019 elections kapil sibal attacks modi government over demonetisation via 
2,omg omg says that those who oppose modi are anti national now will decide nationalism request bsngalore south voters not select such person for whom democracy modicracy
2,toddler son chanting modi modi 2019 
"2,youth with modi
vote and support modi again"
2,name satrughanwork show solidarity with sreerammodiinsteed worked for rawamrahulkaisi teri nistha towards nationu proved that names note proved insights only thoughtvision accountibilityur actully bibhishan sitting over thigh rawanashame 
2,one from the parivar cud only modi 
2,like smriti and hema have been doing the bjp with amit and modi
2,darpoke  
2,â€™ simple case sedition coz per his statement modi bigger then india  
2,thankx for using hashtag
"2,that question obviously only and only
narendra modi à¥‹ "
2,the motto amongst bjp supporters isif you are not with then you are with the are anti national
2,even you support modi
2,defeat modi save constitution yechury 
2,expanding employment opportunity for youth modi hai mumkin hai 
2,bangalore south bjp candidate modified india must listen 
2,yogi claimind people arond world know indias name because modi where was india before 2014bjp gayee
2,this you are with you are with you not with modi than with 
2,modi the salesman the 21st century one comes close period 
2,all became npa 20092012 only when modi tried collect back they ran away dont worry everyone will brought back paisa vapas aayega
2,not accepting because has been associated with modi whom likes but the same time does not like his support jetlye this his grudge certainly bigger chowkidar than jetly his deeds speak2g national herald ram setu etc are examples his chowkidari
2,left parties too ask defer modi biopic release 
2,calling bluff the just announced scheme nyay has been awarded the following begani shaadi mein abdullah diwana party modi shah dancing for reason illogical blog master
2,weakened all propoor schemes 
2,think even modi troll should unsc and unhrc
2,thank you modi and amit shah for considering our request will ensure for massive victory for mast from balliathank you 
2,modi never promised 15lac every indian please get your facts checked mister
2,shame that italian bar lady accepted the leader are there intellects india all myanmar tamil hindu fans modi 
2,shame modi our have some respect your sentence
2,you are with modi you are with india you are not with modi then you are strengthening antiindia forces à¥‹à¤¿à¥‡à¥‹à¥€à¤¿à¥‡
2,modi didnt make the promise 
2,but thats what meant modi himself anti india modi slave capitalists and thats how they want this country work
2,for god sake pls dont blame for this 
2,jawaharlal nehru has already made two hindustan now modi can not same
2,tsunami stings modi bjp unmasked promo master5
2,à¤¼ à¥€ could you plz told how modi had stopped you install cctv delhi being responaible citizen want know otherwise dont deserve this politeness
2,fully agree with you mms contests from kanpur will lose deposit lka use modi fact liability sitting over case dual nationality ethics committee
2,you would hunting this election season for any and all modi critics next you can amartya sen also acerbic
2,modi will empower you congress will make you beggar you choose
2,rhul gandii see mard filam amith bachan dialog use modi dialogs
2,bjp hasnt started its campaign let them come out with lista and let modi strt his speechess aise bajayega sabki
2,one person missingand modi
2,but modi bashers even called reputed jurno like will ask what about the promised 15l
2,supporters and rashtriya lok dal supporters clashed during debate show when workers raised antimodi slogans bhagpat district western 
2,you are with modi you are with india you are not with modi then you are strengthening antiindia forces 
2,pakistan imran khan says shadows war still there modi could for another misadventure 
2,have you done similar research after modi announced farmers have you gone and taken interviews farmers and asked them whether this will help them come out from the distress they face
2,modi should have lot judical decision for the judges there should law against corrupt judge that the innocent people cannot tortured 
2,news modi made subhaschandra zee owner rajya sabha member but look what zee ghanta doing zee working for mamta Ã— and abusing modi and bjp traitor 
2,this means bjp fakendra modi making fool all the nation
"2,opposition questioning the timing the modiâ€™ biopic release
opp lawyers who can file case against the biopic should also dare file against for holding elex during film release "
2,speak those who lost their family members standing line during demonetisation you will know that modi anti india 
2,modi will candidate for congress ohh
2,means india deserve modi too
2,which modi talking nirav lalit bal narendra
2,speak those farmers who have not got their crop insurance from those private insurers friends modi you will know modi anti india
"2,why dont you ask questions modi and company their jumla give every indian lakh
have courage ask the question bjp and modi
have guts show à¤¾ and crore job "
2,modi govt had proposed about minimum income guarantee now this economist would have said its just disaster
2,know one minister narendra modi government has said how can growing and not have jobs well one possibility that are not growing â€ 
2,donâ€™ think anyone can defeat modi varanasi
2,watch the movie trailer our narendra modi 
2,the weekâ€™ updates from south asia âž  â€” deepsea fishing sathiya moorthy â highprofile â€“site ceremony possibly involving prime minister narendra modi and chief minister palaniswami rameswaram could have done the trickâž 
2,fan opens modithemed cafe tamil nadus thoothukudi â€¦ via namo 
2,must read the writer professor peace and conflict research uppsala university sweden 
2,bjp president amit shah claimed that narendra modi was the only prime minister who had responded terror activities pakistan like the united states 
2,wait for years will write glowing tributes for modi and yogi
2,press conference conducted leaders all opposition parties earlier today sting operation video has been shared shows fully modi made people india fool 
2,speak families whose members have been effected mob lynching you will know modi anti india
2,check out the comments this  
2,india today sardesai desparate promote pappu sardesai gives space everyone who opposes modi you people think all the indians who believe modi are fools the freebies public and india todays followers 
2,thats why need him and call him modi 
2,modi led govt plunged future educated youth into darkness kadfeen press trust kashmir 
2,are you from gujarat that was happened 2002 modi just became that time its not his fault and gujarat peeps know that thats why they reelected him thrice then became fuckoff haters firsemodi
2,coz modi says delivers 
2,show proof modi said will give lakh listen that speech again 
2,india will become part italy congress the anti hindu party comes power all myanmar tamil hindu fans modi 
2,gaitonde painting 19242001 auction bids start crore indian rupees sold crores indias tax authorities auctioning fugitive jeweler nirav modis art collection mumbai 
"2,vivek oberoi match the acting skills modi 
"
"2,â€œ advani guru ive sailed with bjp any demand command complaints expectations from the time had two mps and thats the definition gentlemanpolâ€ and then shotgun lashed out modi for hrd post
will minority vote bank trust babri masjid bjpian inc"
2,modis mission partition india yet again 
2,ever saw modi like this 
2,march pins chamcha tweet bootlicking modi march given ticket
"2,drops boarding passes with photos modi rupani
"
2,jee shaking hand with salman junior 
"2,just wondering had modi not made priority bring majority population under the banking system
what would have been the impact 72k à¥ˆà¤¾ that à¥à¥‚ has promised"
2,get well soon with india and against modi
2,narendra modis disclaimer might mislims were harmed while shooting 
2,mmj wud have lost from kanpur last election modi did not have touched his feet publicly kanpur rally people voted for modi not mmj did nothing for kanpur wud lost this time from kanpur
2,always with modi 
2,not before month when they will come and beg front modi
2,modi being the enemy india itself
2,rahul bada rajkumar rajan chota rajkumar but the role lutyens media never change they remain boot lickers always every anti modi squad running his interview
2,dont think 
2,because fakendra modi chor hai his company also chor
2,ureapotassium bag rates surged from rs350 1200 modi regime still any farmers votes bjp insane nda winning kongu belt more tougher than delta region
2,assure you those who have looted the nation will continue scared narendra modi the said
2,not hete for who deserves what titles politocian has ever held the chair without any controversy attached indira rajiv vajpayee mms modi
2,there are facial similarities some nephew modi
2,today meeting barackpore constituency naihatti with barackpore candidate sriarjun singh phir dobara modi hamara 
2,not gng vote modi but can tell sure equally indian dont threaten vote for smthing wrong
2,from follower leader the modi webseries official trailer out heres how netizens are reacting 
2, dear atleast you must know where world modi and imran stand see what your pakistani brother thinks about your 
2,spot this what the country needs not the chorchowkidar modi and his croniesraghuram rajan says rahul gandhis nyay scheme workable conditions apply via 
2,because modi delivers almost everything says
2,yes and the economists suggested you and your son get all you blck money from abroad then only the fiscal discipline will maintained also think asked sonia get all her money back then modis lakh every account wish can also fulfilled
2,vote for modi not candidate
2,yes but look forward see you the ground and convince people vote and vote for you strengthen the hands modiso comeon get the floor
2,after election tension modi will prevail
2,its the local leaders who have talk about this let modi talk about his governments achievements talk about their manifesto
2,has replaced image gandhi with modi its outlet has also renamed khadi jackets jawhar coat modi jackets along with his photo its retail this should removed cpi leader writes 
2,sounds similar modis plan
2,when 30k cud not stick modi jee pappu has pulled out fraud fool all 
2,reminders 
2,the argument that you are with india only when you are with modi like congress slogan â€œindira indiaâ€ before emergency and has facist undertone
2,know one minister the narendra modi government has said that how can growing per cent and not have jobs well one possibility that are not growing per cent raghuram rajan told cnbc tv18 
2,wonder you would say the same the same photoshopped pic had modi putin trump 
2,how rajdeep spells â€˜modiâ€™ 2002
2,another masterstroke laughing  know that modi will weeping thinking whatll happen your after looses  
2,when modi will start campaigning there will enough sheikhchilli moments
2,matter which party you belong vote for modi 
2,think you are antinational aapne modi faisle par sawal uthaya hai 
2,have not heard modi saying anything like these donâ€™ just assume anything based news
"2,
take money save jet airways vijay mallya tells banks slams modi govt business news "
2,what you think the modi biopic professor 
2,just clarifying omg stands for god modi 
"2,keep kalm
and feel the modis 2019"
2,hindu not religion per the accepted the bjp and modi nishant verma political analyst
2,from follower leader the modi webseries official trailer out heres how netizens are reacting republic world 
2,delhi capitals describes his enthusiasm for todayâ€™ match with theyâ€™ say â€œaajphattechaklen â€ 
2,modis campaign will start 
2,just another sanghi and another modi fan boy
"2,tau saying that modi did nothing five years why are congress giving voters 72000 cash annually vote favour them  
"
2,now you have choice you could you are spoilt for choice the rule under the visionary leader 
2,priorities indians per all india survey 2018 employment healthcare water roadspublic transport water prices seed subsidy for agri law order debates soldout modi media vande mataram mandir masjid anti nationals jnu patriotism
"2,how india can growing and not have jobs
raghuram rajan well one possibility that arent growing "
2,modi can make gandhis into shiv ram bhakt years then can everything that promises 
2,dont need bullet train  dear modi indian primenister only provide roads 
2,oye bhakt not with modi and will never with modi people like you are shame for the nation dont deserve called indian 
2,quantity increased but prices dropped the apeda data shows even though the growth momentum indian beef exports pre2014 could not sustained the 
2,heres how ajay devgn kriti sanon rajkummar rao madhavan replied narendra modiâ€™ â€˜vote karâ€™ election 2019 campaign republic world 
2,look this family drama cant handle family issue and dreaming defeating modi
2,villain the modi movie
2,liberals falling for tejawi suryas ayudh puja pic and having meltdownnow you know why modishah chosen him
2,modi sir all with you
2,bikao media exposedthey set the agenda under the instructions modi
"2,how modi ruined indias economy
indias external debt increased 800 million the last years "
2,modi not indian imported from israel
2,are all about modi 
2,join namo whatsapp group using link 
"2,but you did coal scam
spectrum scam
helicopter scam
commonwealth scam
nirav modi scam
vijay malaya scam you gave public money these british citizens without any guarantee taking bribe you want give nayae then from your pocket which you looted why tax money"
2,all futile modi will back
"2,why the modi govt raising the ayodhya every years ravi srivastava political analyst former founding member aap
"
2,chutiye bahot bade chutiye give modi blowjob while you are à¤¾à¥‡à¤¶à¤¬à¤šà¤¾ 
2,you always appear channel debates political analyst but you are always antimodi and antibjp why canâ€™ you openly proclaim that and say you have your sympathies for and tukade tukade gang instead masquerading political analyst
2,and from whose pocket did the corporate loan waivers come from that your daddy modi gleefully doled out 
2,lagta hai you have received lakhs your account from modi chowkidar chor hai
2,modi and netanyahu are brothers from different mothers
2,when you know vivek oberoi didnt act well the biopic story feels way too scripted 
2,too are your fans bhaiyabut you are replying only blueticks
2,shooting practice tamils and what did our chief minister say did not know believe him because orders came from somewhere and was implemented some point why alliance with modi 
2,modi wont let happen with him like dhoni would like take retirement his peak 
2,prediction 25th may 2019 narendra damodardas modi will take oath the india
"2,types gaddar percentage you against yogi then you are gaddar you against amit shah then you are 90gaddar
finally you against modi then you are 100
and this rules applicable hindus muslims and media also"
2,the ruling elite can choose irrationally liberal but they must remember the price they pay trump and modi
2,need modi protect democracy
2,its insult democracy refer millions admirers someone bhakts you may attack modi whatever way you want but why mock his fans because his opponents have only fraction them
2,acceptable every where  fan opens modithemed cafe tamil nadus thoothukudi 
"2,what the singular achievement modi made rahul shiv bhakt and priyanka ram bhakr
wondering what will sonia become "
2,for shiv and modi follow this page 
2,dont know what button modi pressed farmer got the â‚¹ then someone told the button was labelled jumla 
2,throw them both way unless bought from gili prop neerav modi 
2,not liking modi but support his decesion some one have take call the after all netaon bhi age limit honi cahiye retirement esa koi nasa project thodi hai inke bina kaam nai chalega nation with this sir 
2,well said impartial body needs appointed all the government agencies after modi took them over 
2,for modi and shiv follow this twitter handle 
2,team how you pronounce itbhadva modi ahe
"2,maximum injustice bjp reign whereas modi said eveybody together everybodys growth
à¥‹à¤‚ à¥€ à¤¾ à¥‡à¥€ à¥‹ "
2,such desperation 
2,the outcome the biopic should way have poll sway towards modi inefficient his report card  comparison nitin gadkariaab baar modi bahaar 
2,chill not going happen taking leaf out book 
"2,everything aside just tell thing simple why does your nationalist agenda has antipakistan
why all this drama started with election campaign"
2,but enemies with the party hope soon after the election modi will git rid these parasites
2,raghuram rajan know one minister the modi government has said that how can growing per cent and not have jobs well one possibility that are not growing 
2,have any prove modi waived loan 
2,this the promised 
2,ofcourse modi and this one for years intend
2,remember what happened abvs india shining the people who are not are the ones who are the target this scam scheme they need told that they will lose their cooking gas their hospital access and bank accounts soon modi goes
2,today bjp obcs morcha organized meeting pyt queer constituency akhnoor regarding upcoming parliament election and rally modi dummi dated 2832019 
2,debates rahul contesting from seats bjp says its becaz fear congis says modi did 2014 neither them didnt say namo was projected candidate thats why went for seats cover hinterland and west bjp forte where pappu candidate and hence ques
2,only modi à¥€ à¥ˆà¥¤
2,that job for pappu  got modi modi 
2,year 2030 rahul gandhi joins bjp under the presence narendra modi
2,show any clip when modi said that must give lacs and crore jobs per yearits all propagana spread oppositionà¤¸à¤¶à¤•à¥ à¤¿à¥‡ à¥‡ à¥‹ à¥‡ à¤¼à¤¾
2,read the upper lines which are being flashed now compare these with discussions schemes launched modi 
2,nope dont want you support modi the party you supported has lost the elections and wemodi supporters dont want your support 
2,anything possible modi raaj
"2,salesman twitter questions modi â€˜sellingâ€™ tshirts online
"
2,now they need votes modibhakts
2,you support modi you are antiindia
2,india will not survive another years modi period 
2,need deal with modi and burnol moments for the next yrs
2,answer what has modi done that people want make him prime minister again 2019 
2,there nothing like bhartiya modishah bjp stands for bharat jalao party
2,signed copies are only garuda books 
2,rahul accept with humility neither you congress has the credibility nor the credential question narendra modi rs72000year raffel and then your called gst etc etc your time will come onky after 2024 keep learning
2,yeah give list achievements modi misrule lets chat
2,modi only give befitting reply pak bjp chief amit shah 
2,address bjp rally jammu thursday 
2,modi should retiring 2020
2,prime minister salesman twitter questions modi â€˜sellingâ€™ tshirts inline 
"2,imran khanpm world cup winner
when was liquid form
modi chai wala 400 killers muslim"
2,all the crooks niravmodi lalit modi mallya choksi ambhani addani all them know that 
2,according you you are bigger than party you created and the way what your age think modi nearing you yourself that well doubt 
2,kashmiri hindus has welcomed ban yasin malikled jammu kashmir liberation front jklf support modi 
2,bhupendra news and partner rajdeep india today hence both are anti modi since madison square
2,this leading question where you know the answer advance try asking should narender modi retire 
2,narendra modi the answer
2,most immediate task for modi govtjk governor concerned kashmir leadership reverse the exile aborigines kashmiri pandits safely return rehabilitate the suffering population back home land kashmirthat least expected these hapless people than sharda pok
2,dhimmi dhume rest assured that modi will never make himself laughing stock
2,keep blocking the trolls modibhakts when they are intolerable
"2,modi deposited each bank account lakh
but cant remember"
2,the current situation like ask any prominent person urge people vote becomes stunt and they reply liberals and comedians target them and tag modi supporter insecure
2,congress always copy modi pahle road show yah
2,work done modi govt not all  you dont find these reason vote modi then tell one reason vote rahul 
2,modi try again this time gone put big ones back off your ass 
2,just score some brownie points with closet bigots like  rohini that chacha may get some leftovers the govt changes mind you hes criticising modi has lost all hopes being rewarded him
2,surjewala you have said pakandi modi people will tell gandhis are dalals then why you cry that time have seen how dalals looted india till date dont insult india what sanskar have been given you your parents cong
2,highest india last years says govts report gift voters 
2,why modi started with 6000 farmers now rahul giving him competition
2,end the aarakshan for everyone pls modi 
2,modi forever
2,difference between chor pappu and confirm modi
2,bjp turmoil with the modishah decision deny senior leaders tickets sources feel the 
2,modi stands sublimated this sublime step congress
2,expose amit sha modi
2,dont support modi and know nationalist
"2,this the dna modi govt from the start all along till date since years
imagine what another innings years will india indians rsss hindutvashima modisaaki "
2,who going answer that question modi hamesha jhoot bolta hai 
2,will contest from begusarai only wanted contest from nawada but have faith that giriraj will not against partys decision sushil modi
2,why modi looking for banglore seat 
2,mission 400 only for modi 
2,have feeling movie not about current time but around 2025 years back hence maybe vivek oberoi chosen
2,dont believe this public vote for modi
2,who are you represent tamil and will vote for modi 
2,neither india modi nor modi india moreover nobody name someone anti india 
2,maximum injustice bjp reign whereas modi said eveybody together everybodys growth injustice 
2,modi led govt plunged future educated youth into darkness kadfeen 
2,with indian democracy against modis dictatorship
2,â€œ any precertified political surrogate advertisement circulated violation model code conduct whosever has done given opportunity explain their standâ€ the chief electral officer says 
2,with eye lok sabha polls eros now stream web series modi april 
2,indiachina relations the wake doklam have number pieces here argue why the wuhan summit was driven domestic political compulsions both sides 
2,you canâ€™ beat this one what modi has done for the 
2,modi weakened all propoor schemes rahulÂ gandhi 
2,madam you have competition this time from jaya pradha start praising modi every day
2,look this pic will also say 
2,modi slams opposition for demanding proof air strike says 130 crore indians are proof 
"2,
maximum injustice bjp reign whereas modi said eveybody together everybodys growth "
2,why all them are followed chowkidar modi though 
2,just like his boss get rajyasabha seat khairat doing modi modi modi
2,bjp has reach such extent that everyone now not focusing what they will they elected but yeah they scared finding flaw modi giving reasons that why bjp let say modi govt should not get elected
2,congress 55years jhela voters kabhi nahi jhelna hamare tax money sare congress netao 55years loota lootne nahi denge will vote for modi
2,modi said last year that his government had reached its target providing every village india with electricity does this claim stand scrutiny 
2,waiting for his praises for modi and company soon
2,only give befitting reply 
2,modi jeetne par always 
2,people are expecting the salary chairman the post clerk bank where answer every question like window number contact kro
2,what has brought about the change thinking judge sahib suddenly again sounding bit bit pro modi 
2,think too have gained popularity after modi government congress era never heard name also 
2,also giving loss govt india
2,why chowkidar narendra modi silent loot home buyers amrapali jaypee and unitech builder mafia 
2,congress modi 
2,the series modi but the actor looks like rahul  
2,indians dont matter paid debates modi media gandhi media but only paid bhakts piddis matter infuse into indians
2,thought modi jee wala lacs hain instalment men milenge
2,mangaluru nirmala sitharaman says the congress still relying the â€œgaribi hataoâ€ slogan coined former prime minister indira gandhi 1971 the party was unable drive away poverty during its rule more updates here 
2,before modi congress and dmk was there why they waited 
2,joshi should fielded joint opposition candidate from varanasi made into contest between joshi modi manmohan singh should given the responsibility approach joshi
2,they are basically questioning him over two things its against bjp modi but join and support people like shehla rashid and tukde tukde gang not acceptable said would never join politics and now has joined congress
2,modi want you next but understand you take ramesh katti and about chikkodi candidate please request for you and please let know you need anything
2,well all started pappu abusing modi daily and asking his minons call modi what 
2,democracy hail modi regime  
2,lets lay your doubts restwe are all votin for rahul next alright now plsalso show abt mrmodi also confusedwhich one
2,ahead madam all are with you modi 
2,plz modi give attention bjp bhubaneswar ekamra bidhansava khetra plz there was justice this bidhansava
2,this was modis surgical strikes with the help chinese 
2,inspite all this congress still begging for alliances everywhere phir baar modi sarkar
2,did modi achieve the things was blabbering before became 
"2,brahmavishnu mahesh have power increase decrease the destiny
then the changing narendra modi will not let any change our destiny "
2,congratulations brother support and encourage build stronger hands our modi@ 
2,only chowkidars modi are opposing you not others
2,they have not reposted faith his age they have reposed faith his devotion lord modi
2,instead decreasing the reservations modi increased nota all generals 2019 
2,name one person from congress like modi simple
2,similar things happened when modi announced the scheme help the farmers all are same
2,and your daughter may get husband like modi 
2,former civil servants write eci stop screening potential threat the correct applicability the model code conduct mcc 
2,scenario not modi then who
2,you did not ask the same question when modi gave crore farmers 
2,modi spicking 
2,there mountbettan gandhi this time and modi ruling india will prefer eliminate those who want break india rather than getting blackmailed anyone break india
2,why modi fighting from two seats infact three let him fight from varanasi why the hell needs vadodara 
2,this that advani who bring modi gujrat and save him after the riots
2,your seat will bcom unsafe may 23rd
2,india will not survive unless modi elected imagine dmk taking control emerging dayanidhi has not yet paid bsnl
2,modi farmers are submitting nomination varanasi against you
2,even also thinking that what happened those pigs when modi will come again
2,you thought you make rants against modi daily would give you ticket 
"2,his org all such org were banned from any activities their accounts sacked etc leave that
rest hope you havnt heard word what doing there"
"2,youre with modi youre with india youre not with modi youre antiindiatejaswi surya

well anti surya then"
2,recently supposed have said that those who not support modi are not patriots can continue make such statements even after has become candidate just offensive some not breaking any law presumably
2,have pledged support for modi 
"2,should asking this 
thats what journalism asking govt about its its manifesto promises policy failures etc
instead guys doing dalali modi government "
2,you call modi jumla baaz sarkar then congress the biggests bluff master country congress the biggest garib virodhi party your party members had proved time time whenever elected cut this bullshit you care for poors
2,theres only one allegation that can damage jagans prospects now wont tell that coz dont want give them any chance nothing else will work kcr modi corruption conversion nothing will work now already used 2014
2,knows his pain modi would shouting him for only producing scheme for 6000 and got stumped 
2,modiâ€™ and gujarat â€™ photo air india boarding pass â€“ withdrawn after outÂ rage 
2,for modi everything just event even death
2,happens when you have nothing show your  start opposing modi thats how you get trp for your channel
2,modi again all that too want cricket not like
"2,our prime minister doesnt talk against modi
you talk favours modi
bus faraq "
"2,dynast lootersagents pakistan italyhatemodimodiphobia ganglords eaten the dust loya case niravmallayanherald case evm via pakistani porky plot rafale case
now loot exchequer spree
myopics were shedding crocodile tears4 unemployment but now fooling youths"
2,could you show where did say that hell transfer the money accounts talking about modi
2,take money save jet airways vijay mallya tells banks slams modi govt business news now even mallya criticized modi govt failures jawab doo 
2,instead reducing the reservations modi increased nota
"2,the one who order release your pilot 
and who modi has sent greetings march 
remember now"
2,see your tweet here  your reach  
2,targets and 
2,     fan opens modithemed cafe tamil nadus thoothukudi via namo app 
2,modi behaving like mullah
2,tax paid when shri narendra modi does that with mine and your tax money youâ€™ damn quiet than 
2,modi wave contines which will turn into tsunami
2,respect your hatemodi personalitykindly forward some proof modi making such promise you have sir
2,you are dreamland because modi will never make such proposal else you think would have waited until now
2,where the hell are 
2,who cares rashok doesnâ€™ know about tejaswi soorya getting ticket people will vote him for modi not apineless bjp leaders karnataka
2,modi has destroyed every institution and cares damn 
2,will hear modimodmodi only
2,modi repeats
2,think can buy dustbin now putno need wait for modi come 2019 also say tat only
"2,every sundaythey church for sunday massno problem
throw iftar parties during ramadan problem
use churches ask people vote out modi
appease minorities4votes
never wish hindus diwali holidurga puja
but come electionsthey turn devout hindus"
"2,
what about friend modi "
2,see this videowhere modi promised lac 
2,raghuram rajan was the banking head never challenged the gdp data his term crooks like mallya nirav modi the ilk got rbi sanctioned bank loans does have answer bjpnda govt did not trust him
2,bjp leader says you are not with modi you are not with india only fools believe that â€œmodi indiaâ€ â€œindia modiâ€ donâ€™ let dictators rise india 
2,fasted till death against modi but cant remember
2,wish could read news without shitty trump modi and 
2,why doesnt country billion ppl have one world class airline because born and brought chalata hai attitude govt can alter tthis attitude frm ppl not even modi ind pol has discard this attitude
2,pls add your environment massacre modi government 
2,and only persons running the countryand modi demands vote menot bjpall the veterans bjp oustedshame veteran leaders rathyatraetcr sidelined these persons congress spbsp has teamwith one leader and decisions taken all them
2,narendra modi walked kms along with ataljis mortal remains whereas congress shut its doors for narasimha raos mortal remains
2,dont care who will the but not like modi and dont say rahul gandhi because cant say till see has not taken any ministry any chair judge him cant judge him over internet meme
2,dear sir just want ask simple question why some people abusing our honorable prime minister mrnarendra modi because per knowledge prime minister who elected indian
2,and modi too 2014 cannot remember the seat though gujarat
2,just like modi 
"2,modi govts create digital infrastructure for billion population highspeed internet connectivity 250000 gram panchayats
digital empowerment citizens
governance and services demand "
2,what know that modi did not get involved bofors cwg coalgate augusta national herald land scam etc 
2,have delivered what have told but know next nothing about bringing money look his logic intends bring the money from where potatoes and where will put the money into modi made bank accounts irony 
2,whatever phase aani bjp modi again
2,ahou ahou muski 
2,every sensible person knows the difference between what truth and what seems the truth aayenge toh modi waapas 
2,you are spreadimg garbage too rahul ganghi never asked for proof even declared support gov its modi shah liers who started lying questioning them not questiom army 
"2,india west bengal
supreme court observes that cbi reveals something veryvery seriousmamata sit led rajeev kumar did nothing but tampered evidences about mamata tmcs connection saradha100s chit funds scammodi cant save mamataanymorenope "
2,only modi jai hind
2,know one minister the narendra modi government has said that how can growing per cent and not have jobs well one possibility that are not growing per cent 
2,modi will neglect him wonâ€™ even give look this fellow 
2,abe tum log pucho mat answer karo agar tumhaare modi mein bhi dum hai jaaye woh open media interaction mein inch nahi woh chest wala jhumlebaaj hai your days are over
2,indian opposition says biopic breaks 
2,support not congress challenges modi clarify stand its minimum incomeÂ scheme 
2,yes modi number leader
2,bibi and modi are basically bros
2,can modi say thats the partys stand now
2,seems rahuls nyay anyaya for media and modi
"2,modi what said didnt done
unemployment block moneyself employmentprice control
modi what not said did that
gst nots ban helping buerocrats price hike negligence farmersbpl peoplesectect"
2,sends notice makers narendra modi opposition pushes for ban the wire âš¡âš¡ 
"2,and also came know that modi followers are known bhakts
pappu followers piddis kejribawal followers aaptards"
2,some catchy statements demonetized remonetize congress scheme final assault poverty narendra modi ghareeb virodhi
2,thank you indu jifor appraising the work our honorable modi jiplz cascade the same with your friend circle and relativeswe want modiji once again
2,means modi dies india dies and also dies
2,what about modi
2,chhattisgarh â€™ father wishes contest against â€˜dictatorâ€™ modi 
2,what say when modi 
2,and rajdeep being the interviewer what else expect but modi bashing 
2,where were you when karnataka mla said modi namard front rahul kharge dias gulbarga rally
2,work towards making devolped nation rajnath kabhi aam bande bhi sunlo beside politics and modi
2,these paintings with nirav modi sell for whooping 220000000 and 140000000 news 
2,reliefs for forwards modi government nota
2,modi wholesaler can keep some salesman generate employment
2,next waiting for modi back
2,dont understand calling advani joshi for that matter even modi fascist fascists dont allow governments change through elections
2,indian but not with modi 
2,why copying modis mannerisms
2,without watching the interview can say will bashing modi government
2,from visionary chowkidar â€“ political messaging then and now 
2,why dont you vote for modi
2,has implement modi will need jailed every minute there will some violation yday was neeti rajiv kumar playing politics today dhanoa was propagating ind pak plank modi
2,desperation has another name 
2,those who had given donations kejriwal 20132014 are actually going vote for pappu this time what was the money given for hatred for modi
2,â€˜implosion indiaâ€™ tryst with realityâ€™ â€“ reviewing the modi years â€” asiaÂ dialogue 
2,did that proportional increase without doing anything for modi gdp means gas diesel petrol now you understand how gdp has risen his tenure
2,modi did tried but spoil sport
"2,aaya oont pahad niche
definitely people need change they will vote for congress only "
2,was quite anti modi from start
2,modi ask congress how 12000 rupees month make 72000 per annum means they are giving 6000 and telling 12000 big lie again
2,sanskari bastards bjp modiâ€™ gift india doob maro
2,how pidis expect anything from modi did they vote for him shameless loosers
2,thats why they released petro bond repayable with interest yrs modi paid 21lcr
2,india planning big attack pakistan want modi jee want modi modi 
2,nota nationalist nota will help modi
2,because modi felt that both them were his marg obstacle
2,why you compared modi with avatar lord vishnu 
"2,brahmavishnu mahesh have power increase decrease the destiny
then the changing narendra modi will not let any change our destiny"
2,chacha when modi farting you cheers the smell twitter why not saying modi fart personally not twitter
2,will contest from bihar only wanted contest from there but have faith that giriraj will not against partys decision sushil modi bjp 
2,both the hindus the muslims want remove modi but see the difference between them hindus are worried about petrol prices while muslims are worried about rohiniyas
2,remember modi doesnt forgive
2,till date one from bjp counters oppn when they say modi did not give lac account did modi say not then why dont they counter 
2,not with modi ukhad ukhad sakta hai 
2,modi have not done anything but have purana rishta with all 
2,its not dhoni its modi modi
2,congress has gone the extent naming that airport after indira gandhi think bjp should too correct should rename the airport narendra modi international airport
2,modi the only respond terror activities pak like amit shah 
"2,from hero zero
from visionary chowkidar â€“ political messaging then and now the wire "
2,tourists are coming all the way india see political rallies and have dinner with politicians 
2,are against modi
2,and modi was also 1st indian who visited israel decoupled the relationship visavis palestine israel moreover mbs called modi his elder brother
2,every man narendra modi before marriage and manmohan singh after marriage 
2,indian are with india not with modi
2,agree that modi already doing including most recently with pmkisan the have whether voters will buy into congress generous promises this front not starting position skeptical but have see how plays out
2,might not survive another years â€˜hindu rashtraâ€™ has been open agenda the since its inception the 1920s had openly demanded manusmriti the guiding force the constitution 1949 via 
